Method,Effective_date,Trigger_date,Seed,N,Applied_end
Original,2023-11-07,2023-11-06,785634,1,2023-11-07
Original,2023-11-08,2023-11-07,565766,9,2023-11-20
Original,2023-11-21,2023-11-20,785634,2,2023-11-22
Original,2023-11-23,2023-11-22,785634,5,2023-11-29
Original,2023-11-30,2023-11-29,785634,1,2023-11-30
Original,2023-12-01,2023-11-30,785634,1,2023-12-01
Original,2023-12-04,2023-12-01,785634,1,2023-12-04
Original,2023-12-05,2023-12-04,785634,20,2023-12-31
Features_only,2023-01-02,,374583,6,2023-01-09
Features_only,2023-01-10,2023-01-09,374583,3,2023-01-12
Features_only,2023-01-13,2023-01-12,374583,4,2023-01-17
Features_only,2023-01-18,2023-01-17,385735,2,2023-01-19
Features_only,2023-01-20,2023-01-19,385735,1,2023-01-20
Features_only,2023-01-23,2023-01-20,385735,5,2023-01-27
Features_only,2023-01-28,2023-01-27,374583,7,2023-02-03
Features_only,2023-02-06,2023-02-03,385735,2,2023-02-07
Features_only,2023-02-08,2023-02-07,385735,1,2023-02-08
Features_only,2023-02-09,2023-02-08,374583,1,2023-02-09
Features_only,2023-02-10,2023-02-09,374583,1,2023-02-10
Features_only,2023-02-13,2023-02-10,374583,1,2023-02-13
Features_only,2023-02-14,2023-02-13,374583,2,2023-02-15
Features_only,2023-02-16,2023-02-15,374583,1,2023-02-16
Features_only,2023-02-17,2023-02-16,374583,7,2023-02-24
Features_only,2023-02-27,2023-02-24,374583,1,2023-02-27
Features_only,2023-02-28,2023-02-27,374583,10,2023-03-13
Features_only,2023-03-14,2023-03-13,374583,2,2023-03-15
Features_only,2023-03-16,2023-03-15,42716,3,2023-03-20
Features_only,2023-03-21,2023-03-20,42716,5,2023-03-27
Features_only,2023-03-28,2023-03-27,374583,1,2023-03-28
Features_only,2023-03-29,2023-03-28,374583,1,2023-03-29
Features_only,2023-03-30,2023-03-29,374583,1,2023-03-30
Features_only,2023-03-31,2023-03-30,374583,1,2023-03-31
Features_only,2023-04-03,2023-03-31,374583,2,2023-04-04
Features_only,2023-04-05,2023-04-04,374583,2,2023-04-06
Features_only,2023-04-07,2023-04-06,374583,14,2023-04-25
Features_only,2023-04-26,2023-04-25,374583,3,2023-04-28
Features_only,2023-05-01,2023-04-28,42716,2,2023-05-02
Features_only,2023-05-03,2023-05-02,42716,2,2023-05-04
Features_only,2023-05-05,2023-05-04,42716,6,2023-05-11
Features_only,2023-05-12,2023-05-11,42716,4,2023-05-17
Features_only,2023-05-18,2023-05-17,42716,1,2023-05-18
Features_only,2023-05-19,2023-05-18,42716,1,2023-05-19
Features_only,2023-05-22,2023-05-19,42716,1,2023-05-22
Features_only,2023-05-23,2023-05-22,42716,3,2023-05-25
Features_only,2023-05-26,2023-05-25,42716,1,2023-05-26
Features_only,2023-05-28,2023-05-26,42716,13,2023-06-13
Features_only,2023-06-14,2023-06-13,374583,5,2023-06-19
Features_only,2023-06-20,2023-06-19,374583,2,2023-06-21
Features_only,2023-06-22,2023-06-21,374583,1,2023-06-22
Features_only,2023-06-23,2023-06-22,374583,6,2023-06-29
Features_only,2023-06-30,2023-06-29,374583,1,2023-06-30
Features_only,2023-07-03,2023-06-30,374583,9,2023-07-13
Features_only,2023-07-14,2023-07-13,374583,2,2023-07-17
Features_only,2023-07-18,2023-07-17,374583,10,2023-07-31
Features_only,2023-08-01,2023-07-31,798291,1,2023-08-01
Features_only,2023-08-02,2023-08-01,798291,8,2023-08-11
Features_only,2023-08-14,2023-08-11,798291,1,2023-08-14
Features_only,2023-08-15,2023-08-14,798291,1,2023-08-15
Features_only,2023-08-16,2023-08-15,798291,3,2023-08-18
Features_only,2023-08-21,2023-08-18,798291,27,2023-09-25
Features_only,2023-09-26,2023-09-25,798291,3,2023-09-28
Features_only,2023-09-29,2023-09-28,798291,1,2023-09-29
Features_only,2023-10-02,2023-09-29,798291,2,2023-10-03
Features_only,2023-10-04,2023-10-03,798291,1,2023-10-04
Features_only,2023-10-05,2023-10-04,798291,2,2023-10-06
Features_only,2023-10-07,2023-10-06,565766,10,2023-10-18
Features_only,2023-10-19,2023-10-18,565766,9,2023-10-31
Features_only,2023-11-01,2023-10-31,785634,4,2023-11-06
Features_only,2023-11-07,2023-11-06,785634,1,2023-11-07
Features_only,2023-11-08,2023-11-07,565766,9,2023-11-20
Features_only,2023-11-21,2023-11-20,785634,2,2023-11-22
Features_only,2023-11-23,2023-11-22,785634,5,2023-11-29
Features_only,2023-11-30,2023-11-29,785634,1,2023-11-30
Features_only,2023-12-01,2023-11-30,785634,1,2023-12-01
Features_only,2023-12-04,2023-12-01,785634,1,2023-12-04
Features_only,2023-12-05,2023-12-04,785634,20,2023-12-31
Triggers_only,2023-01-02,,374583,6,2023-01-09
Triggers_only,2023-01-10,2023-01-09,374583,2,2023-01-11
Triggers_only,2023-01-12,2023-01-11,374583,1,2023-01-12
Triggers_only,2023-01-13,2023-01-12,374583,2,2023-01-15
Triggers_only,2023-01-16,2023-01-15,385735,2,2023-01-17
Triggers_only,2023-01-18,2023-01-17,385735,2,2023-01-19
Triggers_only,2023-01-20,2023-01-19,385735,1,2023-01-20
Triggers_only,2023-01-23,2023-01-20,385735,5,2023-01-27
Triggers_only,2023-01-28,2023-01-27,374583,7,2023-02-03
Triggers_only,2023-02-06,2023-02-03,385735,2,2023-02-07
Triggers_only,2023-02-08,2023-02-07,385735,1,2023-02-08
Triggers_only,2023-02-09,2023-02-08,374583,1,2023-02-09
Triggers_only,2023-02-10,2023-02-09,374583,1,2023-02-10
Triggers_only,2023-02-13,2023-02-10,374583,1,2023-02-13
Triggers_only,2023-02-14,2023-02-13,374583,2,2023-02-15
Triggers_only,2023-02-16,2023-02-15,374583,1,2023-02-16
Triggers_only,2023-02-17,2023-02-16,374583,7,2023-02-24
Triggers_only,2023-02-27,2023-02-24,374583,1,2023-02-27
Triggers_only,2023-02-28,2023-02-27,374583,10,2023-03-13
Triggers_only,2023-03-14,2023-03-13,374583,2,2023-03-15
Triggers_only,2023-03-16,2023-03-15,42716,2,2023-03-17
Triggers_only,2023-03-20,2023-03-17,42716,1,2023-03-20
Triggers_only,2023-03-21,2023-03-20,42716,5,2023-03-27
Triggers_only,2023-03-28,2023-03-27,374583,1,2023-03-28
Triggers_only,2023-03-29,2023-03-28,374583,1,2023-03-29
Triggers_only,2023-03-30,2023-03-29,374583,1,2023-03-30
Triggers_only,2023-03-31,2023-03-30,374583,1,2023-03-31
Triggers_only,2023-04-03,2023-03-31,374583,2,2023-04-04
Triggers_only,2023-04-05,2023-04-04,374583,2,2023-04-06
Triggers_only,2023-04-07,2023-04-06,374583,14,2023-04-25
Triggers_only,2023-04-26,2023-04-25,374583,3,2023-04-28
Triggers_only,2023-05-01,2023-04-28,42716,2,2023-05-02
Triggers_only,2023-05-03,2023-05-02,42716,2,2023-05-04
Triggers_only,2023-05-05,2023-05-04,42716,6,2023-05-11
Triggers_only,2023-05-12,2023-05-11,42716,4,2023-05-17
Triggers_only,2023-05-18,2023-05-17,42716,1,2023-05-18
Triggers_only,2023-05-19,2023-05-18,42716,1,2023-05-19
Triggers_only,2023-05-22,2023-05-19,42716,1,2023-05-22
Triggers_only,2023-05-23,2023-05-22,42716,3,2023-05-25
Triggers_only,2023-05-26,2023-05-25,42716,1,2023-05-26
Triggers_only,2023-05-28,2023-05-26,42716,13,2023-06-13
Triggers_only,2023-06-14,2023-06-13,374583,5,2023-06-19
Triggers_only,2023-06-20,2023-06-19,374583,2,2023-06-21
Triggers_only,2023-06-22,2023-06-21,374583,1,2023-06-22
Triggers_only,2023-06-23,2023-06-22,374583,6,2023-06-29
Triggers_only,2023-06-30,2023-06-29,374583,1,2023-06-30
Triggers_only,2023-07-03,2023-06-30,374583,9,2023-07-13
Triggers_only,2023-07-14,2023-07-13,374583,2,2023-07-17
Triggers_only,2023-07-18,2023-07-17,374583,10,2023-07-31
Triggers_only,2023-08-01,2023-07-31,798291,1,2023-08-01
Triggers_only,2023-08-02,2023-08-01,798291,8,2023-08-11
Triggers_only,2023-08-14,2023-08-11,798291,1,2023-08-14
Triggers_only,2023-08-15,2023-08-14,798291,1,2023-08-15
Triggers_only,2023-08-16,2023-08-15,798291,3,2023-08-18
Triggers_only,2023-08-21,2023-08-18,798291,1,2023-08-21
Triggers_only,2023-08-22,2023-08-21,798291,1,2023-08-22
Triggers_only,2023-08-23,2023-08-22,798291,1,2023-08-23
Triggers_only,2023-08-24,2023-08-23,798291,1,2023-08-24
Triggers_only,2023-08-25,2023-08-24,798291,23,2023-09-25
Triggers_only,2023-09-26,2023-09-25,798291,3,2023-09-28
Triggers_only,2023-09-29,2023-09-28,798291,1,2023-09-29
Triggers_only,2023-10-02,2023-09-29,798291,2,2023-10-03
Triggers_only,2023-10-04,2023-10-03,798291,1,2023-10-04
Triggers_only,2023-10-05,2023-10-04,798291,2,2023-10-06
Triggers_only,2023-10-07,2023-10-06,565766,10,2023-10-18
Triggers_only,2023-10-19,2023-10-18,565766,3,2023-10-23
Triggers_only,2023-10-24,2023-10-23,565766,1,2023-10-24
Triggers_only,2023-10-25,2023-10-24,565766,5,2023-10-31
Triggers_only,2023-11-01,2023-10-31,785634,4,2023-11-06
Triggers_only,2023-11-07,2023-11-06,785634,1,2023-11-07
Triggers_only,2023-11-08,2023-11-07,565766,9,2023-11-20
Triggers_only,2023-11-21,2023-11-20,785634,2,2023-11-22
Triggers_only,2023-11-23,2023-11-22,785634,5,2023-11-29
Triggers_only,2023-11-30,2023-11-29,785634,1,2023-11-30
Triggers_only,2023-12-01,2023-11-30,785634,1,2023-12-01
Triggers_only,2023-12-04,2023-12-01,785634,1,2023-12-04
Triggers_only,2023-12-05,2023-12-04,785634,20,2023-12-31
Features_and_triggers,2023-01-02,,374583,6,2023-01-09
Features_and_triggers,2023-01-10,2023-01-09,374583,2,2023-01-11
Features_and_triggers,2023-01-12,2023-01-11,374583,1,2023-01-12
Features_and_triggers,2023-01-13,2023-01-12,374583,2,2023-01-15
Features_and_triggers,2023-01-16,2023-01-15,385735,2,2023-01-17
Features_and_triggers,2023-01-18,2023-01-17,385735,2,2023-01-19
Features_and_triggers,2023-01-20,2023-01-19,385735,1,2023-01-20
Features_and_triggers,2023-01-23,2023-01-20,385735,5,2023-01-27
Features_and_triggers,2023-01-28,2023-01-27,374583,7,2023-02-03
Features_and_triggers,2023-02-06,2023-02-03,385735,2,2023-02-07
Features_and_triggers,2023-02-08,2023-02-07,385735,1,2023-02-08
Features_and_triggers,2023-02-09,2023-02-08,374583,1,2023-02-09
Features_and_triggers,2023-02-10,2023-02-09,374583,1,2023-02-10
Features_and_triggers,2023-02-13,2023-02-10,374583,1,2023-02-13
Features_and_triggers,2023-02-14,2023-02-13,374583,2,2023-02-15
Features_and_triggers,2023-02-16,2023-02-15,374583,1,2023-02-16
Features_and_triggers,2023-02-17,2023-02-16,374583,7,2023-02-24
Features_and_triggers,2023-02-27,2023-02-24,374583,1,2023-02-27
Features_and_triggers,2023-02-28,2023-02-27,374583,10,2023-03-13
Features_and_triggers,2023-03-14,2023-03-13,374583,2,2023-03-15
Features_and_triggers,2023-03-16,2023-03-15,42716,2,2023-03-17
Features_and_triggers,2023-03-20,2023-03-17,42716,1,2023-03-20
Features_and_triggers,2023-03-21,2023-03-20,42716,5,2023-03-27
Features_and_triggers,2023-03-28,2023-03-27,374583,1,2023-03-28
Features_and_triggers,2023-03-29,2023-03-28,374583,1,2023-03-29
Features_and_triggers,2023-03-30,2023-03-29,374583,1,2023-03-30
Features_and_triggers,2023-03-31,2023-03-30,374583,1,2023-03-31
Features_and_triggers,2023-04-03,2023-03-31,374583,2,2023-04-04
Features_and_triggers,2023-04-05,2023-04-04,374583,2,2023-04-06
Features_and_triggers,2023-04-07,2023-04-06,374583,14,2023-04-25
Features_and_triggers,2023-04-26,2023-04-25,374583,3,2023-04-28
Features_and_triggers,2023-05-01,2023-04-28,42716,2,2023-05-02
Features_and_triggers,2023-05-03,2023-05-02,42716,2,2023-05-04
Features_and_triggers,2023-05-05,2023-05-04,42716,6,2023-05-11
Features_and_triggers,2023-05-12,2023-05-11,42716,4,2023-05-17
Features_and_triggers,2023-05-18,2023-05-17,42716,1,2023-05-18
Features_and_triggers,2023-05-19,2023-05-18,42716,1,2023-05-19
Features_and_triggers,2023-05-22,2023-05-19,42716,1,2023-05-22
Features_and_triggers,2023-05-23,2023-05-22,42716,3,2023-05-25
Features_and_triggers,2023-05-26,2023-05-25,42716,1,2023-05-26
Features_and_triggers,2023-05-28,2023-05-26,42716,13,2023-06-13
Features_and_triggers,2023-06-14,2023-06-13,374583,5,2023-06-19
Features_and_triggers,2023-06-20,2023-06-19,374583,2,2023-06-21
Features_and_triggers,2023-06-22,2023-06-21,374583,1,2023-06-22
Features_and_triggers,2023-06-23,2023-06-22,374583,6,2023-06-29
Features_and_triggers,2023-06-30,2023-06-29,374583,1,2023-06-30
Features_and_triggers,2023-07-03,2023-06-30,374583,9,2023-07-13
Features_and_triggers,2023-07-14,2023-07-13,374583,2,2023-07-17
Features_and_triggers,2023-07-18,2023-07-17,374583,10,2023-07-31
Features_and_triggers,2023-08-01,2023-07-31,798291,1,2023-08-01
Features_and_triggers,2023-08-02,2023-08-01,798291,8,2023-08-11
Features_and_triggers,2023-08-14,2023-08-11,798291,1,2023-08-14
Features_and_triggers,2023-08-15,2023-08-14,798291,1,2023-08-15
Features_and_triggers,2023-08-16,2023-08-15,798291,3,2023-08-18
Features_and_triggers,2023-08-21,2023-08-18,798291,1,2023-08-21
Features_and_triggers,2023-08-22,2023-08-21,798291,1,2023-08-22
Features_and_triggers,2023-08-23,2023-08-22,798291,1,2023-08-23
Features_and_triggers,2023-08-24,2023-08-23,798291,1,2023-08-24
Features_and_triggers,2023-08-25,2023-08-24,798291,23,2023-09-25
Features_and_triggers,2023-09-26,2023-09-25,798291,3,2023-09-28
Features_and_triggers,2023-09-29,2023-09-28,798291,1,2023-09-29
Features_and_triggers,2023-10-02,2023-09-29,798291,2,2023-10-03
Features_and_triggers,2023-10-04,2023-10-03,798291,1,2023-10-04
Features_and_triggers,2023-10-05,2023-10-04,798291,2,2023-10-06
Features_and_triggers,2023-10-07,2023-10-06,565766,10,2023-10-18
Features_and_triggers,2023-10-19,2023-10-18,565766,3,2023-10-23
Features_and_triggers,2023-10-24,2023-10-23,565766,1,2023-10-24
Features_and_triggers,2023-10-25,2023-10-24,565766,5,2023-10-31
Features_and_triggers,2023-11-01,2023-10-31,785634,4,2023-11-06
Features_and_triggers,2023-11-07,2023-11-06,785634,1,2023-11-07
Features_and_triggers,2023-11-08,2023-11-07,565766,9,2023-11-20
Features_and_triggers,2023-11-21,2023-11-20,785634,2,2023-11-22
Features_and_triggers,2023-11-23,2023-11-22,785634,5,2023-11-29
Features_and_triggers,2023-11-30,2023-11-29,785634,1,2023-11-30
Features_and_triggers,2023-12-01,2023-11-30,785634,1,2023-12-01
Features_and_triggers,2023-12-04,2023-12-01,785634,1,2023-12-04
Features_and_triggers,2023-12-05,2023-12-04,785634,20,2023-12-31
