Trigger_date,Effective_date,Variable,Threshold,Direction,Previous_deviation,Deviation
2019-07-03,2019-07-04,gold_vs_ma20,0.03,outward,0.0282200418267644,0.0344248670942666
2019-07-04,2019-07-05,gold_vs_ma20,0.03,inward,0.0344248670942666,0.0169096414510978
2019-07-11,2019-07-12,brent_vs_ma20,0.04,outward,0.026469338073341175,0.041969945544592546
2019-07-12,2019-07-15,brent_vs_ma20,0.04,inward,0.041969945544592546,0.02394321839257052
2019-07-18,2019-07-19,brent_vs_ma20,0.04,outward,-0.02754549550581531,-0.06953929165421202
2019-07-23,2019-07-24,brent_vs_ma20,0.04,inward,-0.04425488593067928,-0.036375733007380395
2019-07-31,2019-08-01,dollar_vs_ma20,0.01,outward,0.007081955348289037,0.011000700924392204
2019-08-01,2019-08-02,dollar_vs_ma20,0.01,inward,0.011000700924392204,0.009076448199607512
2019-08-01,2019-08-02,us10y_vs_ma20,0.05,outward,-0.023446942228668,-0.0783410138248846
2019-08-02,2019-08-05,brent_vs_ma20,0.04,outward,-0.0157033652303864,-0.04122482273953687
2019-08-02,2019-08-05,copper_vs_ma20,0.03,outward,-0.0086310904872389,-0.0416701523474898
2019-08-05,2019-08-06,cn10y_vs_ma20,0.03,outward,-0.02227198259230423,-0.03147093588878225
2019-08-05,2019-08-06,gold_vs_ma20,0.03,outward,0.0196653601142882,0.0306100735950582
2019-08-05,2019-08-06,us10y_vs_ma20,0.1,outward,-0.0937880633373933,-0.1411042944785276
2019-08-06,2019-08-07,cn10y_vs_ma20,0.03,inward,-0.03147093588878225,-0.02824356603788547
2019-08-07,2019-08-08,brent_vs_ma20,0.1,outward,-0.0721045801285094,-0.12116517878531385
2019-08-08,2019-08-09,brent_vs_ma20,0.1,inward,-0.12116517878531385,-0.0928210541583736
2019-08-08,2019-08-09,copper_vs_ma20,0.03,inward,-0.0373651843959699,-0.0226872823930216
2019-08-09,2019-08-12,cn10y_vs_ma20,0.03,outward,-0.02923294585500158,-0.03514584095042106
2019-08-12,2019-08-13,cn10y_vs_ma20,0.03,inward,-0.03514584095042106,-0.027397742510504974
2019-08-13,2019-08-14,brent_vs_ma20,0.04,inward,-0.0649601466472447,-0.014810733464363013
2019-08-13,2019-08-14,cn10y_vs_ma20,0.03,outward,-0.027397742510504974,-0.035990315298330744
2019-08-14,2019-08-15,brent_vs_ma20,0.04,outward,-0.014810733464363013,-0.043794414146422156
2019-08-15,2019-08-16,cn10y_vs_ma20,0.03,inward,-0.03136909808413457,-0.02871444559478542
2019-08-16,2019-08-19,brent_vs_ma20,0.04,inward,-0.04927622693413536,-0.02060871658242236
2019-08-19,2019-08-20,gold_vs_ma20,0.03,inward,0.0346620340689514,0.0237550376903863
2019-08-22,2019-08-23,us10y_vs_ma20,0.1,inward,-0.1027088036117381,-0.0737564322469981
2019-08-23,2019-08-26,us10y_vs_ma20,0.1,outward,-0.0737564322469981,-0.1167925624636839
2019-08-26,2019-08-27,us10y_vs_ma20,0.1,inward,-0.1167925624636839,-0.0914454277286134
2019-08-27,2019-08-28,gold_vs_ma20,0.03,outward,0.0251812194511109,0.0312003345880385
2019-08-27,2019-08-28,us10y_vs_ma20,0.1,outward,-0.0914454277286134,-0.105910591059106
2019-08-28,2019-08-29,gold_vs_ma20,0.03,inward,0.0312003345880385,0.0252273694456051
2019-08-29,2019-08-30,us10y_vs_ma20,0.1,inward,-0.1031116534472239,-0.0735021618282891
2019-09-05,2019-09-06,brent_vs_ma20,0.04,outward,0.027307972302639483,0.056738604666840775
2019-09-05,2019-09-06,us10y_vs_ma20,0.05,inward,-0.0513068731848984,0.018818948734588
2019-09-06,2019-09-09,brent_vs_ma20,0.04,inward,0.056738604666840775,0.02920676508624309
2019-09-09,2019-09-10,brent_vs_ma20,0.04,outward,0.02920676508624309,0.07104300742315317
2019-09-09,2019-09-10,us10y_vs_ma20,0.05,outward,0.0091145833333332,0.0629279426149329
2019-09-10,2019-09-11,us10y_vs_ma20,0.1,outward,0.0629279426149329,0.1168831168831168
2019-09-12,2019-09-13,brent_vs_ma20,0.04,inward,0.043921912918160944,0.005020138446651501
2019-09-13,2019-09-16,copper_vs_ma20,0.03,outward,0.0213574169541452,0.0422450736652704
2019-09-13,2019-09-16,us10y_vs_ma20,0.2,outward,0.14486728493764,0.2036743744060816
2019-09-16,2019-09-17,brent_vs_ma20,0.04,outward,0.011903286827084303,0.12165773209396868
2019-09-16,2019-09-17,brent_vs_ma20,0.1,outward,0.011903286827084303,0.12165773209396868
2019-09-16,2019-09-17,copper_vs_ma20,0.03,inward,0.0422450736652704,0.0181874408086744
2019-09-16,2019-09-17,us10y_vs_ma20,0.2,inward,0.2036743744060816,0.1550533584431888
2019-09-17,2019-09-18,brent_vs_ma20,0.1,inward,0.12165773209396868,0.0708833685722916
2019-09-20,2019-09-23,us10y_vs_ma20,0.1,inward,0.1005225945281278,0.0632447296058662
2019-09-23,2019-09-24,brent_vs_ma20,0.04,inward,0.05069866709620263,0.03632589933246244
2019-09-23,2019-09-24,us10y_vs_ma20,0.05,inward,0.0632447296058662,0.0436893203883494
2019-10-01,2019-10-02,brent_vs_ma20,0.04,outward,-0.03486909254907555,-0.04911933504848598
2019-10-02,2019-10-03,us10y_vs_ma20,0.05,outward,-0.0401396160558463,-0.0700377797151989
2019-10-03,2019-10-04,us10y_vs_ma20,0.1,outward,-0.0700377797151989,-0.1046511627906976
2019-10-07,2019-10-08,us10y_vs_ma20,0.1,inward,-0.1134441528142314,-0.0858482273659537
2019-10-09,2019-10-10,brent_vs_ma20,0.04,inward,-0.06244708728079018,-0.03646736981415266
2019-10-10,2019-10-11,brent_vs_ma20,0.04,outward,-0.03646736981415266,-0.04480121582512819
2019-10-10,2019-10-11,us10y_vs_ma20,0.05,inward,-0.0569395017793593,-0.002687369363989
2019-10-11,2019-10-12,brent_vs_ma20,0.04,inward,-0.04480121582512819,-0.014147528046925206
2019-10-11,2019-10-12,us10y_vs_ma20,0.05,outward,-0.002687369363989,0.0535767734211314
2019-10-17,2019-10-18,dollar_vs_ma20,0.01,outward,-0.008176619010062947,-0.011729435714586511
2019-10-23,2019-10-24,us10y_vs_ma20,0.05,inward,0.0582639714625445,0.0498220640569395
2019-10-24,2019-10-25,dollar_vs_ma20,0.01,inward,-0.010095043277330795,-0.007588217790173268
2019-10-25,2019-10-28,brent_vs_ma20,0.04,outward,0.03698600211732672,0.04193074501573979
2019-10-25,2019-10-28,us10y_vs_ma20,0.05,outward,0.0470275066548357,0.0610079575596818
2019-10-28,2019-10-29,brent_vs_ma20,0.04,inward,0.04193074501573979,0.013612178787828055
2019-10-28,2019-10-29,cn10y_vs_ma20,0.03,outward,0.02514571085203432,0.03956300716744021
2019-10-30,2019-10-31,us10y_vs_ma20,0.05,inward,0.0707011929007854,0.028604449581046
2019-10-31,2019-11-01,cn10y_vs_ma20,0.03,inward,0.03930046058658898,0.02868137626805778
2019-11-04,2019-11-05,brent_vs_ma20,0.04,outward,0.004675237936216492,0.0401104659867908
2019-11-06,2019-11-07,brent_vs_ma20,0.04,inward,0.040823099900431314,0.028115507808943674
2019-11-07,2019-11-08,us10y_vs_ma20,0.05,outward,0.0165683796686324,0.0735253005311711
2019-11-13,2019-11-14,us10y_vs_ma20,0.05,inward,0.0596026490066223,0.0338190816607093
2019-11-20,2019-11-21,us10y_vs_ma20,0.05,outward,-0.0199835751437175,-0.0517950123321457
2019-11-21,2019-11-22,brent_vs_ma20,0.04,outward,0.03014547979267923,0.0465884020162004
2019-11-21,2019-11-22,us10y_vs_ma20,0.05,inward,-0.0517950123321457,-0.0298711975883804
2019-11-25,2019-11-26,brent_vs_ma20,0.04,inward,0.041688425416362085,0.035556729837708856
2019-12-03,2019-12-04,us10y_vs_ma20,0.05,outward,0.0043907793633368,-0.0523415977961433
2019-12-04,2019-12-05,us10y_vs_ma20,0.05,inward,-0.0523415977961433,-0.0237175951461665
2019-12-09,2019-12-10,copper_vs_ma20,0.03,outward,0.0247090285886473,0.0356498194945849
2019-12-12,2019-12-13,us10y_vs_ma20,0.05,outward,0.0002794076557695,0.0593810984109282
2019-12-13,2019-12-16,us10y_vs_ma20,0.05,inward,0.0593810984109282,0.0153417015341701
2019-12-16,2019-12-17,brent_vs_ma20,0.04,outward,0.038681010650176484,0.043726366976277076
2019-12-16,2019-12-17,us10y_vs_ma20,0.05,outward,0.0153417015341701,0.0520456443083774
2019-12-17,2019-12-18,us10y_vs_ma20,0.05,inward,0.0520456443083774,0.0491257285595336
2019-12-18,2019-12-19,us10y_vs_ma20,0.05,outward,0.0491257285595336,0.060187741579238
2019-12-20,2019-12-23,brent_vs_ma20,0.04,inward,0.0557087031595529,0.036948658506195775
2019-12-20,2019-12-23,copper_vs_ma20,0.03,inward,0.0384958068871761,0.0276983952517038
2019-12-24,2019-12-25,brent_vs_ma20,0.04,outward,0.017112629889457276,0.040307015238109756
2019-12-24,2019-12-25,us10y_vs_ma20,0.05,inward,0.0520577814118285,0.0312075983717774
2019-12-25,2019-12-26,brent_vs_ma20,0.04,inward,0.040307015238109756,0.03701263700065893
2019-12-25,2019-12-26,copper_vs_ma20,0.03,outward,0.029981142216837,0.03139991277802
2019-12-27,2019-12-30,copper_vs_ma20,0.03,inward,0.0315253715393184,0.0211083223488199
